loan_id,no_of_dependents,education,self_employed,age,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
7948,2,0,1,36,1453000,10040,23,591,60200,40600,47000,565400,1
7949,3,1,1,80,1495000,36740,7,462,84900,48000,45800,331600,0
7950,3,1,1,80,1359000,43970,6,848,9300,86200,9800,592400,0
7951,0,0,0,63,1012000,7580,14,684,49600,93700,10200,360700,1
7952,2,1,0,31,754000,43070,17,698,4100,26600,36400,912000,1
7953,5,1,0,26,1274000,47690,29,475,87500,77100,2200,904400,0
7954,5,0,1,74,1069000,44780,5,842,91500,82700,5800,170500,0
7955,2,0,1,39,1013000,40730,23,834,44700,40300,45900,947500,1
7956,2,1,0,39,1252000,19910,6,818,9600,78300,3200,755300,1
7957,1,0,1,21,1457000,30960,18,415,49500,95100,25900,798600,0
7958,1,0,0,53,587000,49370,6,813,8700,26800,42600,675600,1
7959,3,0,0,53,675000,27890,6,431,4800,99600,47000,994000,0
7960,3,0,0,34,1331000,36000,10,587,24800,42000,25200,881900,1
7961,1,1,0,70,920000,45040,16,762,2700,28900,16500,533500,1
7962,1,1,1,61,567000,14030,28,659,11900,65300,23100,940000,0
7963,0,0,0,64,1046000,49260,25,581,30100,25100,46600,821300,0
7964,2,0,1,49,1455000,14100,5,874,42700,48400,21500,292600,1
7965,0,1,0,74,1331000,35140,27,480,32500,89600,4300,166700,0
7966,1,0,0,36,1214000,28970,24,882,68000,53300,37000,838300,1
7967,0,1,1,64,448000,37350,15,895,42600,91800,45800,910600,1
7968,1,0,0,43,375000,30180,13,686,45000,87400,28200,184200,1
7969,5,0,1,34,435000,23980,20,587,2500,27900,5000,606800,1
7970,1,1,0,22,1371000,10430,15,456,56900,60900,16200,495300,0
7971,5,1,1,57,1006000,39400,21,620,96500,22000,33800,351800,0
7972,5,1,1,52,1231000,17400,15,671,99400,50200,17800,273500,1
7973,4,1,1,49,718000,45870,24,501,28400,2500,29500,906500,1
7974,4,0,0,63,688000,41220,23,855,88700,52500,3200,316100,0
7975,1,1,0,59,465000,32010,15,545,54800,26200,10000,969300,1
7976,0,1,0,59,633000,43850,10,346,85300,86300,41000,185400,0
7977,0,1,0,70,1019000,28850,25,780,67500,34000,22600,733200,0
7978,3,1,0,48,1141000,17180,25,420,46000,44500,23900,94300,0
7979,0,0,1,75,353000,21070,6,361,16600,66600,44900,24400,0
7980,2,0,1,36,1116000,4880,11,846,55200,79900,13000,446200,1
7981,1,0,1,73,210000,11660,24,663,67200,59400,36300,554100,0
7982,2,0,0,52,570000,31590,19,595,55700,18600,46800,458900,1
7983,3,0,1,67,982000,21990,5,778,23700,42400,5200,553800,1
7984,5,0,1,64,623000,30520,28,891,39300,37100,43800,673700,0
7985,1,1,0,32,576000,47620,16,784,98900,56400,29800,901500,1
7986,5,1,1,78,811000,34680,10,512,87600,94100,36800,100300,0
7987,3,1,0,33,692000,5760,29,417,45500,40000,2700,581100,0
7988,5,1,1,43,629000,43860,24,300,39500,19800,19500,424300,0
7989,1,1,1,80,787000,34280,5,710,98300,77900,19200,533500,0
7990,1,0,1,57,803000,30000,23,833,32700,96200,5500,529100,0
7991,4,0,0,34,856000,26180,24,378,87600,92700,12900,231800,0
7992,0,1,1,24,437000,45600,10,581,44600,40600,13000,219500,1
7993,1,0,0,48,1169000,26130,10,385,89900,89600,2800,814200,0
7994,5,0,1,52,1275000,19410,19,786,73200,99000,36300,278100,1
7995,4,1,0,61,1072000,12630,22,444,27700,15600,18900,918200,0
7996,5,0,0,31,750000,26000,14,330,57000,64300,28000,210200,0
7997,5,0,0,55,961000,39060,15,532,70400,37400,16500,156700,1
7998,2,0,1,54,1443000,39090,21,748,86300,98600,49700,952100,0
7999,4,1,0,55,1413000,30910,25,465,91400,98400,47500,170600,0
8000,2,1,0,69,693000,34970,22,544,29200,62800,44700,776200,0
8001,3,1,0,68,1336000,9390,6,853,87200,28300,39800,903300,1
8002,1,0,1,43,605000,3860,29,617,37200,56900,43500,130000,1
8003,0,1,1,59,890000,10300,22,545,89500,94700,1800,211500,0
8004,3,0,0,34,1395000,18700,23,310,46800,29000,10400,991900,0
8005,1,1,1,79,1151000,44130,6,405,1900,86300,38600,408700,0
8006,1,1,1,23,616000,23500,25,367,62000,74100,34900,736100,0
8007,3,0,0,75,653000,10710,16,863,58200,98000,26400,195900,0
8008,2,0,1,75,1059000,25420,26,807,84000,66900,49700,698100,0
8009,0,0,0,58,491000,39450,17,484,41400,86600,33300,988600,0
8010,3,1,1,49,1354000,36700,24,412,63300,2600,36800,427300,0
8011,4,0,0,74,1072000,21350,8,548,91100,61400,3700,754300,0
8012,3,0,0,79,454000,10340,14,642,90300,3100,49400,570100,0
8013,0,0,0,40,1385000,35240,18,638,29700,15400,10100,254000,1
8014,1,0,1,55,445000,32710,6,780,64000,72000,12800,348300,1
8015,3,1,1,37,713000,40000,17,410,36200,69200,26000,824700,0
8016,2,1,0,67,1302000,32590,19,824,46900,76100,5700,253700,1
8017,5,1,0,69,1330000,5730,7,462,92700,55400,48500,847700,0
8018,0,0,0,69,522000,2750,7,626,70700,49800,42300,91400,1
8019,1,1,0,69,860000,5500,12,486,67200,53400,29800,33000,0
8020,1,1,0,27,657000,17630,17,874,12200,58900,3800,267100,1
8021,0,0,0,63,969000,2150,26,347,12700,42900,43100,470000,0
8022,1,1,1,32,483000,29200,19,322,99700,64500,28100,625000,0
8023,1,1,1,57,470000,39270,6,364,33600,98600,28800,448600,0
8024,3,1,1,69,884000,12800,5,851,67000,96600,14100,342300,1
8025,5,0,1,50,1222000,17340,28,746,51900,11600,6500,521200,1
8026,0,0,0,40,782000,49620,27,463,45600,3700,11600,946400,0
8027,1,1,0,74,828000,30340,12,817,54200,21100,35300,456600,0
8028,2,1,0,50,1035000,38990,13,769,15400,40500,11300,197300,1
8029,1,1,1,41,1041000,16470,6,709,31200,40800,49600,407300,1
8030,1,0,1,46,228000,44920,27,480,48500,1400,2600,263100,0
8031,0,1,1,35,678000,47350,29,325,16900,8700,29600,127800,0
8032,0,1,0,66,517000,5950,20,786,51500,82800,24600,550100,1
8033,1,1,0,33,533000,6280,24,715,47800,76800,34200,589500,1
8034,0,0,0,78,348000,27190,16,807,58200,82700,44800,177600,0
8035,3,0,0,32,1164000,15200,13,568,49600,49000,47500,787300,1
8036,5,0,0,41,888000,15630,6,339,86900,60400,5500,681000,0
8037,2,0,0,61,495000,31200,7,885,9400,44400,41500,811000,1
8038,2,1,0,74,586000,49350,29,739,89300,79200,5100,257400,0
8039,0,1,1,56,409000,10930,8,790,52500,91400,22500,892100,1
8040,5,1,1,48,773000,35220,20,444,94700,31800,44300,441300,0
8041,0,1,0,21,664000,29300,18,402,46200,86500,17600,500000,0
8042,2,1,1,37,986000,38050,5,386,3400,35000,9600,311700,0
8043,3,0,1,77,1354000,42280,19,313,77700,69000,34600,784200,0
8044,4,1,0,44,620000,49410,28,541,54300,18300,45700,576900,1
8045,4,1,0,31,859000,18200,18,881,7700,31600,31300,892700,1
8046,0,0,0,59,1319000,44620,20,708,45500,35500,22800,570400,1
8047,1,0,0,61,344000,42820,5,850,70600,63000,4300,544500,1
8048,3,0,0,22,1328000,7950,6,315,44600,23500,34800,223900,0
8049,5,1,1,22,1361000,46120,8,630,96800,83000,1500,737300,1
8050,4,1,1,54,1387000,21200,22,545,73300,10000,25000,749200,0
8051,0,1,1,48,678000,11220,27,647,6000,8100,7800,593500,1
8052,2,1,1,58,1446000,37800,19,668,67700,77200,35800,408800,1
8053,1,1,1,51,1108000,33820,12,456,61400,83900,34400,374400,0
8054,2,1,0,75,636000,7910,19,468,40500,16400,5800,924300,0
8055,2,0,0,76,1238000,20550,18,327,46900,54900,34100,929100,0
8056,4,0,0,54,776000,41390,16,741,87800,52200,17600,775900,1
8057,3,0,0,52,957000,44080,16,477,84000,90800,16300,105200,0
8058,2,1,0,21,1214000,15200,28,432,36200,56900,12300,320700,0
8059,3,1,0,75,776000,35230,26,693,86600,25600,13800,915800,0
8060,4,0,0,49,1401000,7150,28,549,19100,85500,46800,660700,1
8061,1,1,1,42,313000,34530,25,553,15000,47400,14600,497800,1
8062,0,0,1,21,1369000,47970,26,675,39300,34300,14500,722200,1
8063,2,1,0,33,1030000,9460,11,535,97800,36300,24200,571500,1
8064,5,1,1,68,1242000,34860,12,617,6500,90700,39600,38500,0
8065,4,0,1,61,854000,8180,11,595,56100,4100,15000,52200,0
8066,2,1,0,36,1169000,13570,15,624,76700,53600,21800,253500,1
8067,1,0,0,48,1411000,32730,14,815,57400,46500,35900,803800,1
8068,2,0,0,27,1391000,19370,25,584,16800,76700,29300,849800,1
8069,2,1,1,57,1417000,23490,11,641,22100,4000,44500,188500,1
8070,1,0,1,27,1227000,17330,21,349,2300,46000,38100,667600,0
8071,5,1,0,47,698000,43670,16,736,20300,80200,39800,509600,1
8072,4,0,1,65,751000,30380,28,827,82100,84900,14900,683100,0
8073,1,1,0,25,1486000,10720,17,415,94100,58200,42500,256300,0
8074,1,1,0,73,1268000,41830,8,837,8000,60400,42600,566400,0
8075,1,1,0,67,614000,30850,14,613,60300,73100,23700,817900,1
8076,2,0,0,41,538000,2510,29,787,31400,40800,39300,525500,1
8077,2,0,1,65,376000,16160,19,891,70400,94100,27100,540000,1
8078,5,0,1,69,277000,10700,19,334,38300,60300,15400,612300,0
8079,0,1,0,45,754000,15450,15,832,16700,82900,2100,966000,1
8080,3,0,1,59,1016000,1880,20,605,12100,14500,47900,257300,1
8081,0,1,1,57,1159000,19710,9,611,77300,18100,40600,265600,1
8082,0,1,0,45,836000,14660,10,582,4600,10400,12900,594100,1
8083,0,1,0,21,1368000,41570,18,794,55100,55400,3400,263400,1
8084,1,0,0,29,1477000,36080,17,468,26200,62600,16100,895600,0
8085,2,0,0,73,327000,17140,8,567,13700,12500,44400,86700,0
8086,2,1,1,51,1271000,39920,23,743,20500,96800,48700,839700,0
8087,2,1,1,53,211000,37780,17,442,68600,28800,12500,814400,0
8088,0,0,0,80,741000,44070,6,409,53400,95200,8200,224200,0
8089,4,1,1,52,205000,32400,27,736,30500,17200,8700,693600,0
8090,5,0,0,51,1305000,33750,15,679,11100,61800,17000,619400,1
8091,2,1,0,23,459000,26600,9,826,70900,87300,19600,233600,1
8092,5,1,0,52,1361000,43850,19,440,80100,90300,1000,331500,0
8093,3,1,0,50,799000,34890,9,371,3100,75500,19800,829800,0
8094,0,0,0,30,570000,48230,19,391,14300,36300,24000,267000,0
8095,1,1,1,58,1176000,20700,19,790,40000,72200,9600,792200,1
8096,1,0,0,22,574000,38730,5,592,19400,17100,3500,734200,1
8097,0,1,1,49,434000,41560,24,825,24900,55800,47600,688800,1
8098,0,0,1,32,923000,11070,7,831,73000,9000,44100,607500,1
8099,4,0,0,58,1372000,15220,12,649,92600,33100,47400,522600,1
8100,2,1,0,57,1466000,15390,14,458,88600,42000,39400,985700,0
8101,4,1,1,57,1488000,3610,18,653,15500,65300,36700,711800,1
8102,2,1,1,23,1138000,11160,5,381,65200,73400,19400,151300,0
8103,3,0,0,70,1188000,10030,5,611,62900,4700,48700,876500,1
8104,2,0,1,28,1292000,41830,23,542,91500,58900,29700,740800,1
8105,3,0,1,34,649000,15690,14,596,800,27100,21200,456500,1
8106,4,0,0,67,310000,32400,13,680,84300,54900,34800,751500,1
8107,3,0,1,63,465000,44540,18,846,92900,84600,11400,443600,1
8108,0,1,0,62,627000,40080,5,651,12100,33000,38800,868700,1
8109,0,0,1,63,815000,2370,29,753,47600,29500,1000,210800,0
8110,3,0,1,35,1170000,15530,29,557,14300,64600,10800,582300,1
8111,1,0,0,61,1246000,16970,19,441,30900,74800,2100,462700,0
8112,3,0,0,52,522000,49240,13,678,47100,14900,46500,666200,1
8113,0,0,0,28,538000,30290,16,403,34200,76800,37200,239400,0
8114,5,1,1,64,275000,25580,13,677,95600,12900,3300,269400,1
8115,5,0,1,78,318000,9180,24,572,13200,38100,43500,251500,0
8116,4,1,1,36,595000,3600,5,601,28300,83100,21300,473400,1
8117,2,1,1,30,1338000,9310,24,557,99200,23000,33400,735300,1
8118,3,0,1,33,783000,20090,20,839,86400,83800,25900,790800,1
8119,2,0,0,44,317000,35260,23,877,62200,86500,18600,186300,1
8120,0,1,1,72,388000,44240,18,488,73200,91500,42400,41100,0
8121,1,0,0,46,938000,19010,15,617,28500,87500,8500,321600,1
8122,2,1,0,37,1314000,41050,22,716,64700,54000,11800,431700,1
8123,5,0,0,38,1201000,45430,14,692,62700,79900,30100,143100,1
8124,2,1,0,74,1234000,31610,14,408,66800,54400,6400,53900,0
8125,3,0,1,27,1060000,32070,5,771,53400,13900,8100,32800,0
8126,4,1,1,34,521000,10300,8,823,43900,34400,21500,24800,0
8127,4,1,0,30,392000,16070,16,384,10700,30900,34400,67200,0
8128,0,0,0,41,669000,7230,19,809,65700,2500,21300,492000,1
8129,3,1,0,36,478000,18850,8,377,17900,15800,6600,870300,0
8130,1,1,1,32,283000,27390,28,651,45300,82800,35000,355400,1
8131,4,0,1,34,1055000,17400,6,542,78200,43800,36900,616100,1
8132,2,1,1,35,668000,48860,9,347,39200,60800,37500,903900,0
8133,1,1,0,77,1448000,30750,25,534,19300,47800,40700,987200,0
8134,0,0,1,45,821000,26550,25,584,13200,87600,32800,992400,1
8135,5,0,1,38,1012000,40420,22,383,45800,32600,48600,755500,0
8136,2,0,0,74,768000,36600,6,479,11000,27200,7900,107600,0
8137,2,1,1,71,1467000,35020,23,513,29700,65500,18000,773600,0
8138,4,0,1,67,530000,25490,16,465,43000,30500,39000,241600,0
8139,1,1,0,47,850000,9560,23,882,2700,47700,5700,762800,1
8140,4,1,0,33,1071000,5160,24,619,4800,94000,41300,829100,1
8141,1,0,0,33,806000,17940,13,308,17900,69500,14000,789400,0
8142,4,1,0,26,585000,45080,26,863,88000,70200,5600,597300,1
8143,2,1,1,40,511000,2630,25,818,100,11100,20600,331900,1
8144,0,0,0,21,999000,46970,19,334,53000,63000,36600,113100,0
8145,1,1,1,33,294000,19670,6,374,79200,22100,3200,101600,0
8146,0,1,0,51,843000,4100,10,712,19800,37500,28300,523500,1
8147,3,1,1,76,1127000,23030,14,688,78300,92700,34600,837600,0
8148,2,1,1,46,1159000,930,14,728,3400,69100,10700,150600,1
8149,4,1,0,39,426000,34900,10,847,45700,70500,4300,831900,1
8150,4,0,1,28,759000,35210,5,317,29600,3900,24200,455800,0
8151,2,1,0,36,546000,20380,9,786,34800,43500,32200,577000,1
8152,3,1,0,75,1319000,49960,29,501,30600,32800,13700,288500,0
8153,0,0,0,22,480000,31770,27,667,6900,37600,12400,98100,0
8154,5,0,0,39,741000,34800,5,500,23900,18700,49600,382000,1
8155,2,1,1,37,1117000,35560,14,439,84600,60300,26100,62500,0
8156,3,1,0,29,595000,41630,8,753,21700,42200,32500,906500,1
8157,5,0,0,24,391000,16420,29,315,300,29500,26900,413200,0
8158,4,0,0,29,1389000,38150,17,451,31600,21900,6000,431200,0
8159,0,1,0,33,524000,21010,8,613,48500,31400,1400,996100,1
8160,1,1,0,32,1001000,18070,7,548,30300,94000,26900,36900,0
8161,1,0,0,77,371000,44230,15,783,58900,87200,36000,974100,0
8162,0,1,0,44,434000,20230,5,479,53000,8000,28400,176600,0
8163,2,0,1,31,858000,31410,26,382,94000,4300,26700,664000,0
8164,2,1,0,51,346000,7750,10,649,91700,69400,34800,692100,1
8165,2,1,1,50,739000,25040,12,716,43400,80700,45700,586400,1
8166,5,0,0,57,323000,39000,26,451,82000,18500,10200,444000,0
8167,2,1,0,76,1055000,8330,22,793,64200,8800,7000,660400,0
8168,1,0,0,62,675000,2030,16,710,30000,2700,42400,720200,1
8169,2,1,1,69,1395000,48680,14,870,32500,31100,37900,206000,1
8170,4,1,1,24,967000,43720,6,539,74700,72300,1900,198700,1
8171,2,0,0,77,1115000,35160,13,426,91600,43900,42200,558000,0
8172,2,1,1,25,479000,31110,29,567,26400,54800,25700,682300,1
8173,1,0,1,55,585000,37630,11,606,80100,10100,47300,778800,1
8174,5,0,1,51,240000,16020,23,413,47400,79900,2500,666000,0
8175,3,1,1,73,1100000,35440,17,549,98000,20100,11700,41500,0
8176,0,0,1,75,338000,12660,7,366,16700,30700,9200,83800,0
8177,2,1,0,34,953000,12680,19,421,79100,99700,29600,267700,0
8178,3,1,1,44,794000,7810,17,560,29400,74300,27800,508500,1
8179,2,0,0,24,951000,13850,17,715,40100,35900,38300,313900,1
8180,4,0,0,75,1445000,5210,11,512,52700,62600,18900,184800,0
8181,0,1,1,66,1101000,37800,11,748,66200,51800,21500,320300,1
8182,5,0,1,71,1263000,29450,8,802,95900,20500,35900,864100,0
8183,3,1,0,47,1274000,23020,15,601,78300,63300,23500,23900,0
8184,3,1,0,29,1430000,45100,16,791,30000,23800,8700,297500,1
8185,5,1,0,57,575000,10390,8,825,61900,3400,10100,797400,1
8186,0,1,1,31,632000,24120,12,402,85600,11600,33300,316900,0
8187,0,0,0,66,933000,13210,12,597,65600,16000,1900,602300,1
8188,3,0,1,74,770000,21040,11,482,11400,77700,33300,592200,0
8189,4,0,1,32,1101000,45970,7,462,2400,14200,12800,431700,0
8190,5,0,0,58,844000,38930,6,561,77600,32200,49000,749400,1
8191,4,1,1,38,620000,22450,22,858,79100,32200,46800,948400,1
8192,1,1,1,56,663000,9560,14,810,200,93000,32900,706400,1
8193,4,1,0,60,1054000,34370,29,801,36500,69500,46600,90200,0
8194,1,1,1,73,233000,30790,17,765,62200,67300,18500,476800,0
8195,3,0,0,76,1246000,34800,25,611,64300,100,1000,301500,0
8196,1,1,1,38,707000,14420,12,875,98700,58700,32500,59200,1
8197,2,0,0,40,383000,44070,29,713,73800,43000,20500,839100,1
8198,1,1,0,79,581000,48390,15,570,94400,65500,36000,103400,0
8199,1,1,0,62,717000,48470,26,350,97700,96400,47800,874600,0
8200,4,1,0,31,630000,26140,11,836,43600,56900,7700,932000,1
8201,1,0,0,34,1051000,15290,17,764,87200,33100,24300,607900,1
8202,1,1,0,76,567000,27290,7,417,92100,80500,23000,405700,0
8203,3,0,1,57,261000,12380,20,748,54800,88200,16500,660900,1
8204,5,0,1,78,1460000,10080,15,892,35000,57400,29900,520200,0
8205,0,1,1,69,527000,27140,23,620,85300,33500,46600,486500,0
8206,0,0,1,65,1105000,800,10,452,63900,7800,11600,957400,0
8207,3,0,0,76,726000,24440,6,466,59100,28400,30900,554400,0
8208,0,1,1,42,809000,26560,10,892,11500,42100,18500,371600,1
8209,4,0,0,34,1113000,27520,15,798,2400,26600,25100,353600,1
8210,3,0,0,43,720000,26490,22,387,24800,62400,37400,750900,0
8211,3,0,1,74,899000,35990,14,328,72200,53100,36100,968500,0
8212,0,0,0,36,840000,6750,24,654,71500,36100,16200,274100,1
8213,1,0,0,26,407000,7180,13,397,38400,88100,24300,514400,0
8214,4,1,0,45,757000,44260,8,385,63900,5900,31700,675900,0
8215,2,0,1,29,596000,41200,26,821,4900,71500,39400,935200,1
8216,1,1,0,34,1353000,17200,8,700,63400,40000,34700,171300,1
8217,1,0,1,49,504000,39400,11,346,2200,69000,10700,599400,0
8218,4,1,0,52,1096000,33450,7,420,46700,50100,41400,764800,0
8219,2,0,1,73,1080000,7350,13,471,44900,96600,8000,474400,0
8220,5,1,1,43,227000,41830,26,576,89300,66800,38600,818300,0
8221,1,1,1,33,762000,39880,11,580,32200,90800,19700,706500,1
8222,5,0,1,28,391000,35180,5,659,82000,30300,20700,220800,1
8223,3,0,1,78,398000,36390,14,885,7600,77200,4600,160900,0
8224,0,0,0,69,1031000,20510,16,729,63800,53200,12300,335200,1
8225,1,1,1,73,1083000,13370,8,571,83200,98200,14300,41500,0
8226,2,0,1,54,314000,24600,5,547,75100,79900,7100,939000,1
8227,2,0,0,58,965000,7850,7,760,56600,23400,10500,852200,1
8228,5,1,0,77,311000,36390,29,316,97600,5400,5400,465800,0
8229,4,1,1,63,838000,48930,22,506,28600,87500,40100,12500,0
8230,4,0,1,31,561000,18170,14,867,7500,90700,49500,549900,1
8231,2,1,0,25,1193000,39330,11,778,53000,10400,15200,108000,0
8232,0,1,1,52,514000,15970,16,782,93000,12400,30700,892900,1
8233,0,0,0,39,836000,28280,25,883,3800,98800,32500,344400,1
8234,3,0,1,54,1052000,33810,7,392,16600,52900,49100,380400,0
8235,4,1,1,37,1174000,36200,5,829,11600,45200,14600,739000,1
8236,4,1,1,40,781000,22160,10,842,2200,66200,43800,179300,1
8237,4,1,0,41,1143000,37230,21,462,53600,80200,22200,83900,0
8238,1,1,0,28,885000,20930,22,829,11100,28000,18600,393900,1
8239,2,0,0,51,1147000,8310,10,490,27200,88400,20500,563100,0
8240,2,0,1,56,492000,4380,26,615,5700,75000,18300,818400,0
8241,1,0,1,29,273000,48020,6,844,99600,64400,43300,242300,1
8242,4,0,1,33,624000,16660,29,361,97900,46200,32300,147200,0
8243,3,1,1,25,824000,27960,26,423,70200,28700,48500,561900,0
8244,0,0,1,23,1339000,49730,28,750,75500,21000,38600,935900,1
8245,0,0,0,23,678000,19500,27,810,60500,95000,26300,958600,1
8246,4,0,0,47,876000,47160,24,633,70600,24100,25500,429500,1
8247,2,0,0,54,1179000,5730,28,415,6400,82500,17600,282500,0
8248,0,0,1,22,891000,21600,23,863,64700,88500,20100,514400,1
8249,4,1,0,65,1459000,10610,12,575,18100,41000,45600,344200,1
8250,1,1,0,75,748000,44660,5,897,32800,39100,36500,727800,0
8251,1,0,0,24,953000,29500,9,331,77700,98900,24600,381800,0
8252,3,0,1,57,267000,12260,8,322,87200,89500,8600,148400,0
8253,1,0,0,29,1303000,4270,11,633,11700,14900,25200,214400,1
8254,3,0,1,30,491000,37970,9,469,72700,1500,24700,681500,0
8255,3,0,1,71,1052000,10730,7,509,81300,80400,5200,491900,0
8256,4,1,0,73,636000,16710,11,856,26500,8500,9100,194600,0
8257,4,0,0,79,1025000,36520,25,333,14700,18600,13900,221600,0
8258,1,0,1,42,1457000,13900,13,507,97300,47900,40500,805300,1
8259,2,0,0,63,1096000,48100,25,409,89600,98300,27200,741300,0
8260,3,1,1,61,1348000,20960,26,555,17000,73900,17300,301100,0
8261,0,1,0,72,745000,16510,5,759,80200,29800,19600,338500,0
8262,3,0,0,38,506000,46170,10,636,63900,97700,46800,522600,1
8263,2,0,1,37,770000,9180,26,744,42300,69200,12000,200500,1
8264,3,0,0,32,1090000,42430,17,790,72900,45200,25100,561200,1
8265,0,1,0,70,492000,7180,5,765,68700,46300,38800,808400,1
8266,3,1,1,43,1312000,4420,7,510,86700,56300,16600,479100,1
8267,2,0,0,28,1343000,31410,12,349,28900,11000,45300,873200,0
8268,0,0,0,27,787000,22130,13,464,42100,29300,2000,423200,0
8269,0,1,0,36,1260000,6720,10,858,4000,88500,26300,530900,1
8270,0,1,1,80,1309000,37290,12,489,23100,62300,36300,381800,0
8271,5,0,0,75,1443000,13330,17,686,85200,19200,27800,253700,0
8272,5,0,1,74,1249000,11990,22,358,48800,56100,40400,737000,0
8273,3,1,0,30,984000,20260,19,710,58200,51100,43000,750900,1
8274,2,0,0,42,1290000,45800,15,365,30600,57600,28400,805600,0
8275,3,1,1,45,335000,17670,9,546,16800,93700,41200,742900,1
8276,3,1,0,27,969000,41960,24,420,24200,75700,16500,703800,0
8277,2,1,1,80,816000,19770,13,512,42700,32300,48100,677200,0
8278,5,0,0,79,787000,24420,26,497,14100,56800,2200,421900,0
8279,1,0,0,73,668000,48630,17,307,56000,97600,9100,81600,0
8280,1,0,0,25,1313000,17090,10,541,88000,45700,6100,274500,1
8281,5,1,1,23,306000,30360,7,737,37700,64200,43600,204200,1
8282,1,0,1,72,1052000,16300,24,485,40100,4200,5500,589200,0
8283,2,0,0,30,1037000,29840,18,300,97600,62200,33400,591300,0
8284,1,0,1,48,1493000,39260,20,507,83700,29800,27700,655400,1
8285,1,0,0,80,324000,1850,8,858,10000,18300,49300,519500,0
8286,3,0,0,71,445000,44260,12,713,58300,20200,31800,413200,0
8287,0,0,1,53,300000,6780,15,877,5000,92900,19100,170100,1
8288,0,1,1,50,1134000,10300,10,881,43900,6300,17100,842200,1
8289,3,1,0,47,912000,2730,7,747,25500,18000,40100,651100,1
8290,2,1,0,65,841000,31350,7,564,79700,15700,28000,913200,1
8291,1,0,1,68,430000,48120,28,633,98300,85900,32500,821100,0
8292,4,0,0,68,1494000,6370,18,607,3600,82900,45200,792800,1
8293,5,0,0,67,1072000,38970,16,689,30800,30700,25800,110300,0
8294,0,0,1,42,644000,23510,12,472,78700,4000,24500,651200,0
8295,2,0,0,33,470000,12460,24,582,14500,49100,23000,65000,0
8296,5,0,0,47,1089000,21740,13,344,77000,92200,30200,91000,0
8297,4,0,1,60,458000,510,17,896,70100,14300,49200,97800,1
8298,0,1,1,21,846000,8770,7,513,51000,53500,46500,107900,1
8299,1,1,1,64,1370000,10670,19,542,20400,97300,22100,582200,1
8300,0,1,1,44,1134000,16710,25,422,50500,86200,41700,952300,0
8301,5,0,0,54,1115000,46690,25,342,41100,57900,44200,191900,0
8302,2,1,1,31,1484000,44000,12,393,90700,48400,44300,114200,0
8303,4,1,0,34,1130000,47100,12,623,57500,53200,38700,245800,1
8304,0,0,1,25,902000,15100,15,641,65200,78800,13800,589500,1
8305,2,1,0,77,1185000,48720,9,533,16300,22900,11900,577100,0
8306,0,0,0,44,953000,24680,10,525,8600,12200,18900,252300,1
8307,2,1,1,26,1463000,12230,7,721,1600,47600,43800,72200,0
8308,0,0,0,45,795000,15920,25,443,81200,12600,31700,832800,0
8309,5,1,1,62,269000,10920,12,807,65800,97800,3000,298200,1
8310,3,0,0,76,1175000,18250,25,884,67500,47700,33700,650400,0
8311,1,0,1,46,350000,15670,15,455,3700,54500,17500,741400,0
8312,0,1,0,58,801000,770,24,589,30400,87900,23000,434400,0
8313,1,1,0,59,1025000,20780,26,812,69900,60000,18100,530500,0
8314,0,0,0,58,740000,16420,18,728,11100,92400,25400,709200,1
8315,1,1,1,57,220000,8530,21,366,24600,23500,43800,660300,0
8316,1,1,0,75,1459000,16100,9,329,68000,67400,20500,53600,0
8317,3,0,1,34,1474000,7310,23,579,79700,37500,49300,805000,1
8318,3,1,0,38,848000,39100,20,673,36300,95300,37100,462400,1
8319,1,0,0,28,520000,14870,11,330,19500,52200,3000,769800,0
8320,3,0,0,41,581000,37870,19,382,84200,82700,48300,279200,0
8321,3,0,0,39,1190000,25200,21,423,20700,49900,35200,398600,0
8322,1,0,0,65,1014000,39040,24,866,57700,90900,29700,831200,0
8323,3,1,0,25,657000,7150,19,515,5900,84200,41100,651700,1
8324,5,0,1,55,1261000,33630,21,473,32400,30500,27700,690600,0
8325,1,0,1,59,203000,20190,28,695,69500,40300,10000,952600,0
8326,0,1,1,21,604000,38850,12,791,22600,46700,7900,947100,1
8327,4,1,1,30,438000,22140,26,852,45000,54800,24400,713500,1
8328,2,0,0,73,363000,30100,10,727,91400,1900,36100,825000,0
8329,2,1,0,46,597000,32920,13,344,97000,5200,46000,27800,0
8330,4,0,0,26,340000,36900,27,524,50400,22500,40000,135400,1
8331,0,1,1,43,393000,30180,7,560,50900,11500,34300,285300,1
8332,5,0,1,75,1127000,25580,15,318,1400,6500,45700,838800,0
8333,3,0,1,28,1494000,30020,10,797,36300,89500,40900,182300,1
8334,2,0,0,74,1431000,42470,12,795,31800,69300,10500,602500,0
8335,4,1,0,69,1367000,45490,12,546,63500,75600,16900,581100,1
8336,4,1,1,45,1054000,6680,19,531,19900,200,35300,623200,1
8337,4,1,1,57,794000,35770,18,553,33200,52900,45900,417000,1
8338,4,0,0,67,1283000,11020,28,649,12200,13700,10600,125900,0
8339,3,0,0,36,1119000,11650,16,305,74100,93700,20100,268700,0
8340,5,1,0,38,1070000,49000,21,347,37500,59400,3400,909000,0
